HANDEDNESS,SCORE,WRIST_X,WRIST_Y,WRIST_Z,THUMB_CMC_X,THUMB_CMC_Y,THUMB_CMC_Z,THUMB_MCP_X,THUMB_MCP_Y,THUMB_MCP_Z,THUMB_IP_X,THUMB_IP_Y,THUMB_IP_Z,THUMB_TIP_X,THUMB_TIP_Y,THUMB_TIP_Z,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_MCP_Z,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_PIP_Z,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_DIP_Z,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,INDEX_FINGER_TIP_Z,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_MCP_Z,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_PIP_Z,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_DIP_Z,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,MIDDLE_FINGER_TIP_Z,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_MCP_Z,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_PIP_Z,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_DIP_Z,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,RING_FINGER_TIP_Z,PINKY_MCP_X,PINKY_MCP_Y,PINKY_MCP_Z,PINKY_PIP_X,PINKY_PIP_Y,PINKY_PIP_Z,PINKY_DIP_X,PINKY_DIP_Y,PINKY_DIP_Z,PINKY_TIP_X,PINKY_TIP_Y,PINKY_TIP_Z,IS_Y
Left,0.9995023012161256,0.4285986721515655,0.6116617321968079,-1.6508258227077024e-07,0.4608092904090881,0.6051957607269287,-0.0129224564880132,0.4962349832057953,0.5759404897689819,-0.0196476224809885,0.525052547454834,0.5613765120506287,-0.0254111960530281,0.5479203462600708,0.5555163621902466,-0.0297226440161466,0.4815296828746795,0.4730081558227539,-0.0133098131045699,0.4706059992313385,0.487195074558258,-0.0293189026415348,0.4628459215164184,0.5287507772445679,-0.0401081144809722,0.4597055315971374,0.5590301752090454,-0.0449923314154148,0.456710547208786,0.464562326669693,-0.0139398723840713,0.4485656917095184,0.4876313805580139,-0.0305050574243068,0.4447134435176849,0.5362616777420044,-0.0378775969147682,0.4438425302505493,0.5677009224891663,-0.0404321663081646,0.4318152666091919,0.4738930761814117,-0.0167795792222023,0.4260105490684509,0.4918659627437591,-0.0349722430109977,0.4272619485855102,0.5376645922660828,-0.0387402884662151,0.429539144039154,0.5699797868728638,-0.0374732241034507,0.411003440618515,0.4958986341953277,-0.0202027577906847,0.4051031470298767,0.4757682681083679,-0.0320326350629329,0.3981703519821167,0.4573248624801636,-0.0344950333237648,0.3931035995483398,0.4343653619289398,-0.0341339744627475,True
Left,0.9885479211807252,0.4255141317844391,0.6032661199569702,-3.8931560197852377e-07,0.4680448472499847,0.600723385810852,-0.0170867834240198,0.5028325915336609,0.5816919207572937,-0.0286133717745542,0.5321565866470337,0.5707672834396362,-0.0409333147108554,0.5580234527587891,0.5653116106987,-0.0521458014845848,0.4810771346092224,0.4724918603897095,-0.0192741621285676,0.4709638059139251,0.4863301515579223,-0.0380018167197704,0.4602589011192322,0.5323699116706848,-0.0502669960260391,0.4551846086978912,0.5658954381942749,-0.0556358098983764,0.4541155695915222,0.4662355482578277,-0.0206941459327936,0.4480407536029815,0.4855307042598724,-0.0412343963980674,0.4435657560825348,0.5386905670166016,-0.0509717129170894,0.4406906962394714,0.5750750303268433,-0.0549746118485927,0.4290745854377746,0.4726117253303528,-0.0241812281310558,0.4228485822677612,0.4814487397670746,-0.0472360216081142,0.4236955046653747,0.536473274230957,-0.0523185580968856,0.4247921109199524,0.5766665935516357,-0.0505294390022754,0.4071705341339111,0.4850421845912933,-0.028728062286973,0.3937445878982544,0.4463472068309784,-0.0434127151966095,0.3813596665859222,0.4185596704483032,-0.0460571199655532,0.3705940842628479,0.3864243328571319,-0.0454798899590969,True
Left,0.9860220551490784,0.4221156537532806,0.612678587436676,-3.757069748644426e-07,0.4595953524112701,0.6062553524971008,-0.014160580933094,0.4900157451629638,0.5874395966529846,-0.0246511027216911,0.5202342867851257,0.5795754790306091,-0.0359818488359451,0.5465743541717529,0.5797962546348572,-0.0464324653148651,0.4731869101524353,0.4894624650478363,-0.0178879909217357,0.4676596820354461,0.498935729265213,-0.0355398878455162,0.4566034376621246,0.5397489070892334,-0.0473594404757022,0.4506723582744598,0.5669763088226318,-0.0529555268585681,0.4481856524944305,0.4816567003726959,-0.0196883808821439,0.444058895111084,0.4987776577472687,-0.0383713617920875,0.439223974943161,0.5489593744277954,-0.0463621318340301,0.4366784691810608,0.5793771743774414,-0.0496245436370372,0.4247309863567352,0.4867269396781921,-0.0233128201216459,0.4195784330368042,0.4944923520088196,-0.0433955714106559,0.4211380779743194,0.5433923602104187,-0.0469665192067623,0.4228641390800476,0.5763934850692749,-0.0451378710567951,0.4044155776500702,0.4978745877742767,-0.0278440825641155,0.3912992179393768,0.4599822163581848,-0.0402428209781646,0.3803735375404358,0.4338915348052978,-0.0420262441039085,0.3712616264820099,0.4021553993225097,-0.0413707643747329,True
Left,0.9977367520332336,0.4170170724391937,0.6333210468292236,-1.9221073443986825e-07,0.4445822536945343,0.6286829710006714,-0.0125977816060185,0.4772410094738006,0.6023658514022827,-0.0178816746920347,0.5043113231658936,0.5887740850448608,-0.0224331095814704,0.524661660194397,0.5818119049072266,-0.0254612732678651,0.4616235494613647,0.5208032727241516,-0.0108985360711812,0.4592432975769043,0.5069443583488464,-0.0251105558127164,0.4512911438941955,0.5442792773246765,-0.0331912897527217,0.4453104734420776,0.5738054513931274,-0.0359052456915378,0.4414739310741424,0.5147156119346619,-0.0107472082599997,0.4389809370040893,0.5055812001228333,-0.0259144958108663,0.4336555004119873,0.5489615797996521,-0.0315471403300762,0.4303454458713531,0.5761228799819946,-0.0326236821711063,0.4215610921382904,0.5180184245109558,-0.0131392274051904,0.4183300733566284,0.5076865553855896,-0.029390187934041,0.4173367619514465,0.5474125742912292,-0.0326265059411525,0.4167593419551849,0.5753568410873413,-0.0312309134751558,0.4041187763214111,0.5291787385940552,-0.0161996185779571,0.3967944979667663,0.4955269992351532,-0.0265384428203105,0.389835923910141,0.4749207198619842,-0.0295029729604721,0.3851639926433563,0.4502512216567993,-0.0300282575190067,True
Left,0.9857526421546936,0.4178370237350464,0.6263812184333801,-3.575665630251024e-07,0.4537293612957001,0.6193972826004028,-0.0126594509929418,0.4836248159408569,0.6008574366569519,-0.0221160389482975,0.5132176280021667,0.5937192440032959,-0.0325465910136699,0.5391695499420166,0.5951677560806274,-0.0421638265252113,0.4656955301761627,0.5093821883201599,-0.0154224019497632,0.4585942924022674,0.523586094379425,-0.0306282192468643,0.4486368000507355,0.5592948794364929,-0.0412334278225898,0.4441574513912201,0.5832034945487976,-0.0464867167174816,0.4430345296859741,0.500462532043457,-0.0173310358077287,0.43792325258255,0.5231962203979492,-0.0332158580422401,0.4332885444164276,0.5653086304664612,-0.0408721901476383,0.4309585392475128,0.5909798741340637,-0.0446225404739379,0.4215893447399139,0.5043023228645325,-0.020766407251358,0.4157082438468933,0.5143610239028931,-0.0385134480893611,0.4159390330314636,0.556740939617157,-0.0420818701386451,0.417174756526947,0.5851329565048218,-0.0408631488680839,0.4027337729930877,0.5141115188598633,-0.0250672772526741,0.3898927271366119,0.4778228998184204,-0.0360599048435688,0.3795202374458313,0.4513905644416809,-0.0374017730355262,0.3714211583137512,0.4214558899402618,-0.036619659513235,True
Left,0.984579622745514,0.4109663963317871,0.629504919052124,-3.151053249439429e-07,0.4433976411819458,0.6263555288314819,-0.0150770591571927,0.4714937508106231,0.6131298542022705,-0.0259670354425907,0.4990562796592712,0.608174204826355,-0.0374286919832229,0.5246298313140869,0.6114351749420166,-0.0478560402989387,0.460565984249115,0.5242381691932678,-0.01607714779675,0.454225480556488,0.5282185077667236,-0.0326847434043884,0.4417000412940979,0.5607627034187317,-0.0438891276717186,0.4354144334793091,0.5841626524925232,-0.0490237772464752,0.4397363066673279,0.5147075057029724,-0.0165614895522594,0.434486448764801,0.5242494344711304,-0.0342574678361415,0.4280668795108795,0.5633193254470825,-0.0424691699445247,0.424258828163147,0.5888774991035461,-0.0457079857587814,0.4197551906108856,0.5154266357421875,-0.0189497675746679,0.4134742021560669,0.5164862871170044,-0.0373851731419563,0.4123481214046478,0.5569925904273987,-0.041150365024805,0.4125268459320068,0.5859017968177795,-0.0393942147493362,0.4015789628028869,0.520432710647583,-0.0224165804684162,0.390768826007843,0.4833919703960418,-0.0329061448574066,0.3809768557548523,0.4576247334480285,-0.0342063792049884,0.3727536797523498,0.4285138845443725,-0.0331161059439182,True
Left,0.996257483959198,0.3992960751056671,0.6298691034317017,-1.1755103912491904e-07,0.4263392984867096,0.6365839242935181,-0.0139674777165055,0.4578880369663238,0.6242215037345886,-0.0195974968373775,0.4822737276554107,0.6130259037017822,-0.0240952875465154,0.5003392100334167,0.6054628491401672,-0.0266803242266178,0.453599750995636,0.5459432005882263,-0.011003422550857,0.4500145018100738,0.5200983285903931,-0.0243710689246654,0.4390148520469665,0.5480133891105652,-0.0313133299350738,0.4322026669979095,0.5765252709388733,-0.0333061069250106,0.4354865550994873,0.5325007438659668,-0.0099122654646635,0.4311020374298095,0.5125079154968262,-0.0259575154632329,0.4227888882160187,0.5470292568206787,-0.0321683511137962,0.4188502728939056,0.5737811923027039,-0.0330715030431747,0.4177396297454834,0.5283623337745667,-0.0113072097301483,0.4125325679779053,0.5127013325691223,-0.028213458135724,0.4086089432239532,0.5482168197631836,-0.0323214419186115,0.4080017209053039,0.5762673616409302,-0.0310308840125799,0.4015694260597229,0.5341383814811707,-0.0134930992498993,0.3980821371078491,0.5022609233856201,-0.0241242852061986,0.3942786753177643,0.4797035753726959,-0.0275802556425333,0.3930788040161133,0.4569937884807586,-0.028162894770503,True
Left,0.9839358329772948,0.4020420908927917,0.628595232963562,-2.772852099042211e-07,0.43331179022789,0.6297929286956787,-0.0135177625343203,0.4627938866615295,0.6199566125869751,-0.0228377133607864,0.4904822111129761,0.6172192692756653,-0.0329492725431919,0.5134959816932678,0.6229416728019714,-0.0417300164699554,0.4568322896957397,0.5404373407363892,-0.0130981700494885,0.4558154642581939,0.5278065800666809,-0.0289710965007543,0.4422650933265686,0.5581226944923401,-0.0387912392616272,0.4348348677158355,0.5817241668701172,-0.0428772531449794,0.4374743103981018,0.5261638760566711,-0.013604455627501,0.4352658987045288,0.5185553431510925,-0.0314360335469245,0.4264282286167145,0.5565989017486572,-0.0382948368787765,0.4214352965354919,0.5836663246154785,-0.0399798415601253,0.4185191690921783,0.5210849642753601,-0.0162311568856239,0.4143356680870056,0.5096117854118347,-0.0338138677179813,0.4103558957576751,0.5486596822738647,-0.0360130071640014,0.4087926149368286,0.5787572860717773,-0.0329701602458953,0.4008449614048004,0.521620512008667,-0.0199639331549406,0.3938097953796386,0.4810095131397247,-0.0296157374978065,0.385781317949295,0.4528447091579437,-0.0310122165828943,0.3799542486667633,0.4227780699729919,-0.0300251003354787,True
Left,0.9806900024414062,0.3928051888942718,0.6256991028785706,-2.539003958190733e-07,0.4248437285423279,0.6289572715759277,-0.0117337666451931,0.4541177451610565,0.626492440700531,-0.0199965741485357,0.4806258976459503,0.6268375515937805,-0.0288087371736764,0.5016469955444336,0.6340737342834473,-0.0366932637989521,0.4504877924919128,0.543559730052948,-0.011736755259335,0.4533865451812744,0.542891263961792,-0.0230310596525669,0.4416194856166839,0.5675889253616333,-0.0310631748288869,0.4357935488224029,0.5819974541664124,-0.0350376442074775,0.434194803237915,0.527073860168457,-0.0123818973079323,0.4319159686565399,0.5324527025222778,-0.0238123051822185,0.4238792359828949,0.5576605200767517,-0.0302925165742635,0.418317973613739,0.5730568170547485,-0.0339968651533126,0.4171629250049591,0.519020140171051,-0.0144594768062233,0.4148341417312622,0.5132750868797302,-0.0278647318482399,0.4098732471466064,0.5431692004203796,-0.0311382412910461,0.4060666859149933,0.5663293600082397,-0.0306199509650468,0.4009336829185486,0.5152631402015686,-0.0173180289566516,0.3954318761825561,0.4712817668914795,-0.0249689780175685,0.3912078142166137,0.4409104883670807,-0.0257496144622564,0.3886260986328125,0.4132885336875915,-0.0250084828585386,True
Left,0.9949739575386048,0.3735038936138153,0.617542028427124,-1.315489726039232e-07,0.3963331580162048,0.6270372867584229,-0.0176370646804571,0.4273426830768585,0.6253412961959839,-0.0263671837747097,0.4540607035160064,0.629738450050354,-0.033341284841299,0.4738632142543793,0.6419411301612854,-0.0385298430919647,0.4343586564064026,0.5503501296043396,-0.0160743724554777,0.4356832206249237,0.5280082821846008,-0.0303007550537586,0.4227237105369568,0.5526014566421509,-0.0380558744072914,0.4152277410030365,0.570494532585144,-0.0412324666976928,0.4201323390007019,0.5308536291122437,-0.0130344722419977,0.421334832906723,0.5137477517127991,-0.0293643865734338,0.4081500172615051,0.543815016746521,-0.0354742705821991,0.3997601866722107,0.5605025887489319,-0.0370465405285358,0.4047274887561798,0.5194174647331238,-0.0126631306484341,0.4066914916038513,0.5010080337524414,-0.029195437207818,0.3974489569664001,0.5288891792297363,-0.0324752070009708,0.390744686126709,0.5492672920227051,-0.0314065441489219,0.3892146944999695,0.5162616968154907,-0.0133906761184334,0.3902130722999573,0.4785320460796356,-0.0242546126246452,0.3875095844268799,0.4527096748352051,-0.0283137820661067,0.3869183659553528,0.4263629913330078,-0.0295991338789463,True
